x,panel,w1,site_index,sample_index,stratum,x_coord,y_coord,is_in_sample,stratum_index,site_in_stratum_index,y,seq_site_index
1,panel-02,0.08834762411476607,381,4,A,0.025,0.02499999999999991,TRUE,1,56,2,6
6,panel-02,0.08834762411476607,381,1,A,0.025,0.02499999999999991,TRUE,1,56,5,6
6,panel-02,0.08834762411476607,381,2,A,0.025,0.02499999999999991,TRUE,1,56,0,6
6,panel-02,0.08834762411476607,381,3,A,0.025,0.02499999999999991,TRUE,1,56,4,6
6,panel-02,0.08834762411476607,381,4,A,0.025,0.02499999999999991,TRUE,1,56,3,6
2,panel-03,-0.20039914909672646,126,1,B,0.275,0.675,TRUE,2,126,7,9
2,panel-03,-0.20039914909672646,126,2,B,0.275,0.675,TRUE,2,126,5,9
2,panel-03,-0.20039914909672646,126,3,B,0.275,0.675,TRUE,2,126,8,9
2,panel-03,-0.20039914909672646,126,4,B,0.275,0.675,TRUE,2,126,2,9
7,panel-03,-0.20039914909672646,126,1,B,0.275,0.675,TRUE,2,126,22,9
7,panel-03,-0.20039914909672646,126,2,B,0.275,0.675,TRUE,2,126,14,9
7,panel-03,-0.20039914909672646,126,3,B,0.275,0.675,TRUE,2,126,16,9
7,panel-03,-0.20039914909672646,126,4,B,0.275,0.675,TRUE,2,126,13,9
2,panel-03,7.31496920651286e-4,237,1,B,0.8250000000000001,0.42499999999999993,TRUE,2,226,1,10
2,panel-03,7.31496920651286e-4,237,2,B,0.8250000000000001,0.42499999999999993,TRUE,2,226,6,10
2,panel-03,7.31496920651286e-4,237,3,B,0.8250000000000001,0.42499999999999993,TRUE,2,226,5,10
2,panel-03,7.31496920651286e-4,237,4,B,0.8250000000000001,0.42499999999999993,TRUE,2,226,8,10
7,panel-03,7.31496920651286e-4,237,1,B,0.8250000000000001,0.42499999999999993,TRUE,2,226,13,10
7,panel-03,7.31496920651286e-4,237,2,B,0.8250000000000001,0.42499999999999993,TRUE,2,226,11,10
7,panel-03,7.31496920651286e-4,237,3,B,0.8250000000000001,0.42499999999999993,TRUE,2,226,14,10
7,panel-03,7.31496920651286e-4,237,4,B,0.8250000000000001,0.42499999999999993,TRUE,2,226,10,10
2,panel-03,-0.027786760502546998,262,1,A,0.07500000000000001,0.32499999999999996,TRUE,1,17,1,7
2,panel-03,-0.027786760502546998,262,2,A,0.07500000000000001,0.32499999999999996,TRUE,1,17,4,7
2,panel-03,-0.027786760502546998,262,3,A,0.07500000000000001,0.32499999999999996,TRUE,1,17,4,7
2,panel-03,-0.027786760502546998,262,4,A,0.07500000000000001,0.32499999999999996,TRUE,1,17,4,7
7,panel-03,-0.027786760502546998,262,1,A,0.07500000000000001,0.32499999999999996,TRUE,1,17,4,7
7,panel-03,-0.027786760502546998,262,2,A,0.07500000000000001,0.32499999999999996,TRUE,1,17,4,7
7,panel-03,-0.027786760502546998,262,3,A,0.07500000000000001,0.32499999999999996,TRUE,1,17,5,7
7,panel-03,-0.027786760502546998,262,4,A,0.07500000000000001,0.32499999999999996,TRUE,1,17,6,7
2,panel-03,0.13098745915336735,278,1,B,0.875,0.32499999999999996,TRUE,2,258,5,11
2,panel-03,0.13098745915336735,278,2,B,0.875,0.32499999999999996,TRUE,2,258,3,11
2,panel-03,0.13098745915336735,278,3,B,0.875,0.32499999999999996,TRUE,2,258,1,11
2,panel-03,0.13098745915336735,278,4,B,0.875,0.32499999999999996,TRUE,2,258,6,11
7,panel-03,0.13098745915336735,278,1,B,0.875,0.32499999999999996,TRUE,2,258,8,11
7,panel-03,0.13098745915336735,278,2,B,0.875,0.32499999999999996,TRUE,2,258,16,11
7,panel-03,0.13098745915336735,278,3,B,0.875,0.32499999999999996,TRUE,2,258,10,11
7,panel-03,0.13098745915336735,278,4,B,0.875,0.32499999999999996,TRUE,2,258,9,11
2,panel-03,0.14982436394263765,286,1,A,0.275,0.2749999999999999,TRUE,1,26,3,8
2,panel-03,0.14982436394263765,286,2,A,0.275,0.2749999999999999,TRUE,1,26,1,8
2,panel-03,0.14982436394263765,286,3,A,0.275,0.2749999999999999,TRUE,1,26,4,8
2,panel-03,0.14982436394263765,286,4,A,0.275,0.2749999999999999,TRUE,1,26,3,8
7,panel-03,0.14982436394263765,286,1,A,0.275,0.2749999999999999,TRUE,1,26,1,8
7,panel-03,0.14982436394263765,286,2,A,0.275,0.2749999999999999,TRUE,1,26,3,8
7,panel-03,0.14982436394263765,286,3,A,0.275,0.2749999999999999,TRUE,1,26,5,8
7,panel-03,0.14982436394263765,286,4,A,0.275,0.2749999999999999,TRUE,1,26,2,8
2,panel-03,0.055703499230061494,332,1,B,0.5750000000000001,0.17499999999999993,TRUE,2,293,4,12
2,panel-03,0.055703499230061494,332,2,B,0.5750000000000001,0.17499999999999993,TRUE,2,293,7,12
2,panel-03,0.055703499230061494,332,3,B,0.5750000000000001,0.17499999999999993,TRUE,2,293,1,12
2,panel-03,0.055703499230061494,332,4,B,0.5750000000000001,0.17499999999999993,TRUE,2,293,6,12
7,panel-03,0.055703499230061494,332,1,B,0.5750000000000001,0.17499999999999993,TRUE,2,293,16,12
7,panel-03,0.055703499230061494,332,2,B,0.5750000000000001,0.17499999999999993,TRUE,2,293,7,12
7,panel-03,0.055703499230061494,332,3,B,0.5750000000000001,0.17499999999999993,TRUE,2,293,12,12
7,panel-03,0.055703499230061494,332,4,B,0.5750000000000001,0.17499999999999993,TRUE,2,293,6,12
2,panel-03,0.24840003272824984,363,1,A,0.125,0.07499999999999996,TRUE,1,50,4,9
2,panel-03,0.24840003272824984,363,2,A,0.125,0.07499999999999996,TRUE,1,50,1,9
2,panel-03,0.24840003272824984,363,3,A,0.125,0.07499999999999996,TRUE,1,50,4,9
2,panel-03,0.24840003272824984,363,4,A,0.125,0.07499999999999996,TRUE,1,50,6,9
7,panel-03,0.24840003272824984,363,1,A,0.125,0.07499999999999996,TRUE,1,50,2,9
7,panel-03,0.24840003272824984,363,2,A,0.125,0.07499999999999996,TRUE,1,50,1,9
7,panel-03,0.24840003272824984,363,3,A,0.125,0.07499999999999996,TRUE,1,50,2,9
7,panel-03,0.24840003272824984,363,4,A,0.125,0.07499999999999996,TRUE,1,50,4,9
2,panel-03,0.16290308653970062,383,1,A,0.125,0.02499999999999991,TRUE,1,58,0,10
2,panel-03,0.16290308653970062,383,2,A,0.125,0.02499999999999991,TRUE,1,58,2,10
2,panel-03,0.16290308653970062,383,3,A,0.125,0.02499999999999991,TRUE,1,58,4,10
2,panel-03,0.16290308653970062,383,4,A,0.125,0.02499999999999991,TRUE,1,58,5,10
7,panel-03,0.16290308653970062,383,1,A,0.125,0.02499999999999991,TRUE,1,58,3,10
7,panel-03,0.16290308653970062,383,2,A,0.125,0.02499999999999991,TRUE,1,58,5,10
7,panel-03,0.16290308653970062,383,3,A,0.125,0.02499999999999991,TRUE,1,58,4,10
7,panel-03,0.16290308653970062,383,4,A,0.125,0.02499999999999991,TRUE,1,58,5,10
3,panel-04,-0.18421208557307941,22,1,B,0.07500000000000001,0.925,TRUE,2,22,4,13
3,panel-04,-0.18421208557307941,22,2,B,0.07500000000000001,0.925,TRUE,2,22,11,13
3,panel-04,-0.18421208557307941,22,3,B,0.07500000000000001,0.925,TRUE,2,22,5,13
3,panel-04,-0.18421208557307941,22,4,B,0.07500000000000001,0.925,TRUE,2,22,8,13
3,panel-04,0.09158335377979811,95,1,B,0.7250000000000001,0.775,TRUE,2,95,9,14
3,panel-04,0.09158335377979811,95,2,B,0.7250000000000001,0.775,TRUE,2,95,3,14
3,panel-04,0.09158335377979811,95,3,B,0.7250000000000001,0.775,TRUE,2,95,7,14
3,panel-04,0.09158335377979811,95,4,B,0.7250000000000001,0.775,TRUE,2,95,10,14
3,panel-04,0.14556192868828322,172,1,B,0.5750000000000001,0.575,TRUE,2,170,2,15
3,panel-04,0.14556192868828322,172,2,B,0.5750000000000001,0.575,TRUE,2,170,3,15
3,panel-04,0.14556192868828322,172,3,B,0.5750000000000001,0.575,TRUE,2,170,2,15
3,panel-04,0.14556192868828322,172,4,B,0.5750000000000001,0.575,TRUE,2,170,2,15
3,panel-04,0.13451232356053774,221,1,A,0.025,0.42499999999999993,TRUE,1,8,8,11
3,panel-04,0.13451232356053774,221,2,A,0.025,0.42499999999999993,TRUE,1,8,2,11
3,panel-04,0.13451232356053774,221,3,A,0.025,0.42499999999999993,TRUE,1,8,2,11
3,panel-04,0.13451232356053774,221,4,A,0.025,0.42499999999999993,TRUE,1,8,3,11
3,panel-04,0.25763449708432995,264,1,A,0.17500000000000002,0.32499999999999996,TRUE,1,19,2,12
3,panel-04,0.25763449708432995,264,2,A,0.17500000000000002,0.32499999999999996,TRUE,1,19,1,12
3,panel-04,0.25763449708432995,264,3,A,0.17500000000000002,0.32499999999999996,TRUE,1,19,3,12
3,panel-04,0.25763449708432995,264,4,A,0.17500000000000002,0.32499999999999996,TRUE,1,19,3,12
3,panel-04,0.02133142925679241,305,1,A,0.225,0.22499999999999998,TRUE,1,31,4,13
3,panel-04,0.02133142925679241,305,2,A,0.225,0.22499999999999998,TRUE,1,31,4,13
3,panel-04,0.02133142925679241,305,3,A,0.225,0.22499999999999998,TRUE,1,31,4,13
3,panel-04,0.02133142925679241,305,4,A,0.225,0.22499999999999998,TRUE,1,31,6,13
3,panel-04,0.3611429922552754,330,1,B,0.47500000000000003,0.17499999999999993,TRUE,2,291,4,16
3,panel-04,0.3611429922552754,330,2,B,0.47500000000000003,0.17499999999999993,TRUE,2,291,2,16
3,panel-04,0.3611429922552754,330,3,B,0.47500000000000003,0.17499999999999993,TRUE,2,291,1,16
3,panel-04,0.3611429922552754,330,4,B,0.47500000000000003,0.17499999999999993,TRUE,2,291,1,16
3,panel-04,0.14049747670662163,341,1,A,0.025,0.125,TRUE,1,40,1,14
3,panel-04,0.14049747670662163,341,2,A,0.025,0.125,TRUE,1,40,3,14
3,panel-04,0.14049747670662163,341,3,A,0.025,0.125,TRUE,1,40,2,14
3,panel-04,0.14049747670662163,341,4,A,0.025,0.125,TRUE,1,40,2,14
4,panel-05,0.08495996701805,17,1,B,0.8250000000000001,0.975,TRUE,2,17,5,17
4,panel-05,0.08495996701805,17,2,B,0.8250000000000001,0.975,TRUE,2,17,6,17
4,panel-05,0.08495996701805,17,3,B,0.8250000000000001,0.975,TRUE,2,17,9,17
4,panel-05,0.08495996701805,17,4,B,0.8250000000000001,0.975,TRUE,2,17,8,17
4,panel-05,-0.0931472156184486,107,1,B,0.325,0.725,TRUE,2,107,4,18
4,panel-05,-0.0931472156184486,107,2,B,0.325,0.725,TRUE,2,107,11,18
4,panel-05,-0.0931472156184486,107,3,B,0.325,0.725,TRUE,2,107,6,18
4,panel-05,-0.0931472156184486,107,4,B,0.325,0.725,TRUE,2,107,9,18
4,panel-05,-0.002055424082110662,133,1,B,0.625,0.675,TRUE,2,133,6,19
4,panel-05,-0.002055424082110662,133,2,B,0.625,0.675,TRUE,2,133,6,19
4,panel-05,-0.002055424082110662,133,3,B,0.625,0.675,TRUE,2,133,5,19
4,panel-05,-0.002055424082110662,133,4,B,0.625,0.675,TRUE,2,133,5,19
4,panel-05,0.28088494837367917,223,1,A,0.125,0.42499999999999993,TRUE,1,10,4,15
4,panel-05,0.28088494837367917,223,2,A,0.125,0.42499999999999993,TRUE,1,10,1,15
4,panel-05,0.28088494837367917,223,3,A,0.125,0.42499999999999993,TRUE,1,10,2,15
4,panel-05,0.28088494837367917,223,4,A,0.125,0.42499999999999993,TRUE,1,10,2,15
4,panel-05,-0.06676444568462148,302,1,A,0.07500000000000001,0.22499999999999998,TRUE,1,28,3,16
4,panel-05,-0.06676444568462148,302,2,A,0.07500000000000001,0.22499999999999998,TRUE,1,28,1,16
4,panel-05,-0.06676444568462148,302,3,A,0.07500000000000001,0.22499999999999998,TRUE,1,28,6,16
4,panel-05,-0.06676444568462148,302,4,A,0.07500000000000001,0.22499999999999998,TRUE,1,28,2,16
4,panel-05,-0.0398001252927509,325,1,A,0.225,0.17499999999999993,TRUE,1,37,3,17
4,panel-05,-0.0398001252927509,325,2,A,0.225,0.17499999999999993,TRUE,1,37,6,17
4,panel-05,-0.0398001252927509,325,3,A,0.225,0.17499999999999993,TRUE,1,37,2,17
4,panel-05,-0.0398001252927509,325,4,A,0.225,0.17499999999999993,TRUE,1,37,2,17
4,panel-05,-0.08093681461998638,394,1,B,0.675,0.02499999999999991,TRUE,2,330,10,20
4,panel-05,-0.08093681461998638,394,2,B,0.675,0.02499999999999991,TRUE,2,330,12,20
4,panel-05,-0.08093681461998638,394,3,B,0.675,0.02499999999999991,TRUE,2,330,11,20
4,panel-05,-0.08093681461998638,394,4,B,0.675,0.02499999999999991,TRUE,2,330,4,20
